station_id,root_grdc_no,test_start_year,test_end_year
4207710,4207900,2017,2022
4207330,4207900,2017,2022
4207850,4207900,2017,2022
4207220,4207900,2017,2022
4207860,4207900,2017,2022
4207350,4207900,2017,2022
4207100,4207900,2017,2022
4214275,4214270,2019,2020
4214280,4214270,2019,2020
4214281,4214270,2019,2020
4214285,4214270,2019,2020
4214286,4214270,2019,2020
4214287,4214270,2019,2020
4214290,4214270,2019,2020
4214295,4214270,2019,2020
4214297,4214270,2019,2020
4214298,4214270,2019,2020
4214210,4214270,2019,2020
4214260,4214270,2019,2020
4214261,4214270,2019,2020
4214262,4214270,2019,2020
4214263,4214270,2019,2020
4214264,4214270,2019,2020
4214265,4214270,2019,2020
4214270,4214270,2019,2020
4214271,4214270,2019,2020
4133250,4243151,2017,2023
4132100,4243151,2017,2023
4135300,4243151,2017,2023
4234500,4243151,2017,2023
4235400,4243151,2017,2023
4236300,4243151,2017,2023
4133260,4243151,2017,2023
4143500,4243151,2017,2023
4134800,4243151,2017,2023
4236050,4243151,2017,2023
4133651,4243151,2017,2023
4234900,4243151,2017,2023
4133652,4243151,2017,2023
4133400,4243151,2017,2023
4232600,4243151,2017,2023
4234650,4243151,2017,2023
4236700,4243151,2017,2023
4232700,4243151,2017,2023
4134300,4243151,2017,2023
4135200,4243151,2017,2023
4234400,4243151,2017,2023
4135201,4243151,2017,2023
4235300,4243151,2017,2023
4135205,4243151,2017,2023
4235301,4243151,2017,2023
4132900,4243151,2017,2023
4133801,4243151,2017,2023
4132010,4243151,2017,2023
4135210,4243151,2017,2023
4134700,4243151,2017,2023
4234670,4243151,2017,2023
4133550,4243151,2017,2023
4136500,4243151,2017,2023
4235190,4243151,2017,2023
4235191,4243151,2017,2023
4234680,4243151,2017,2023
4234550,4243151,2017,2023
4135100,4243151,2017,2023
4132800,4243151,2017,2023
4235200,4243151,2017,2023
4236100,4243151,2017,2023
4232900,4243151,2017,2023
4133700,4243151,2017,2023
4133701,4243151,2017,2023
4133450,4243151,2017,2023
4234700,4243151,2017,2023
4234701,4243151,2017,2023
4135500,4243151,2017,2023
4243151,4243151,2017,2023
4136400,4243151,2017,2023
4134350,4243151,2017,2023
4236500,4243151,2017,2023
4243160,4243151,2017,2023
4235100,4243151,2017,2023
4235101,4243151,2017,2023
4232030,4243151,2017,2023
4234720,4243151,2017,2023
4235490,4243151,2017,2023
4234850,4243151,2017,2023
4134500,4243151,2017,2023
4135400,4243151,2017,2023
4132200,4243151,2017,2023
4234600,4243151,2017,2023
4235500,4243151,2017,2023
4133100,4243151,2017,2023
4232300,4243151,2017,2023
4136301,4243151,2017,2023
4234100,4243151,2017,2023
4133750,4243151,2017,2023
4133751,4243151,2017,2023
4135800,4243151,2017,2023
4133500,4243151,2017,2023
4133501,4243151,2017,2023
4243070,4243151,2017,2023
5101124,5101162,2017,2023
5101125,5101162,2017,2023
5101162,5101162,2017,2023
5101163,5101162,2017,2023
5101165,5101162,2017,2023
5101285,5101301,2017,2022
5101287,5101301,2017,2022
5101288,5101301,2017,2022
5101301,5101301,2017,2022
5101303,5101301,2017,2022
5101305,5101301,2017,2022
5101308,5101301,2017,2022
5101380,5101390,2017,2019
5101381,5101390,2017,2019
5101385,5101390,2017,2019
5101486,5101390,2017,2019
5101390,5101390,2017,2019
5109201,5109201,2017,2022
5109203,5109201,2017,2022
5109204,5109201,2017,2022
5109205,5109201,2017,2022
5109206,5109201,2017,2022
5202048,5202044,2017,2024
5202051,5202044,2017,2024
5202056,5202044,2017,2024
5202057,5202044,2017,2024
5202040,5202044,2017,2024
5202044,5202044,2017,2024
5202060,5202070,2017,2024
5202062,5202070,2017,2024
5202063,5202070,2017,2024
5202064,5202070,2017,2024
5202070,5202070,2017,2024
5202080,5202080,2017,2020
5202081,5202080,2017,2020
5202082,5202080,2017,2020
5202083,5202080,2017,2020
5202085,5202080,2017,2020
5202086,5202080,2017,2020
5202087,5202080,2017,2020
5202088,5202080,2017,2020
5202112,5202102,2017,2024
5202113,5202102,2017,2024
5202102,5202102,2017,2024
5202103,5202102,2017,2024
5202105,5202102,2017,2024
5202108,5202102,2017,2024
5202109,5202102,2017,2024
5202111,5202102,2017,2024
5202217,5302229,2017,2023
5302220,5302229,2017,2023
5202227,5302229,2017,2023
5202228,5302229,2017,2023
5302229,5302229,2017,2023
5302108,5302229,2017,2023
5302109,5302229,2017,2023
5302242,5302242,2020,2024
5302243,5302242,2020,2024
5302244,5302242,2020,2024
5302245,5302242,2020,2024
5302246,5302242,2020,2024
5302260,5302261,2017,2020
5302261,5302261,2017,2020
5302262,5302261,2017,2020
5302263,5302261,2017,2020
5302264,5302261,2017,2020
5302265,5302261,2017,2020
5104160,5404271,2017,2021
5204011,5404271,2017,2021
5204013,5404271,2017,2021
5204015,5404271,2017,2021
5204018,5404271,2017,2021
5204019,5404271,2017,2021
5104220,5404271,2017,2021
5104223,5404271,2017,2021
5104228,5404271,2017,2021
5104230,5404271,2017,2021
5404270,5404271,2017,2021
5404271,5404271,2017,2021
5204100,5404271,2017,2021
5204101,5404271,2017,2021
5204102,5404271,2017,2021
5204103,5404271,2017,2021
5204104,5404271,2017,2021
5204105,5404271,2017,2021
5204106,5404271,2017,2021
5204107,5404271,2017,2021
5204108,5404271,2017,2021
5204109,5404271,2017,2021
5204110,5404271,2017,2021
5204111,5404271,2017,2021
5204112,5404271,2017,2021
5204120,5404271,2017,2021
5204123,5404271,2017,2021
5204130,5404271,2017,2021
5204131,5404271,2017,2021
